,article_doi,Publication Year
ATC20773,10.1038/s41598-023-28173-3,2023
ATC20774,10.1002/app.38708,2013
ATC20775,10.1016/j.jphotobiol.2015.05.010,2015
ATC20776,10.2174/0929867322666150319120134,2015
ATC20777,10.1166/mex.2014.1185,2014
ATC20778,10.1016/j.apsusc.2023.158204,2023
ATC20779,10.3390/nano12142417,2022
ATC20780,10.1166/jnn.2011.3756,2011
ATC20781,10.1021/acsami.8b15921,2018
ATC20782,10.1007/s00216-010-3962-7,2010
ATC20783,10.1007/s10853-022-07864-8,2022
ATC20784,10.1016/j.surfcoat.2020.126507,2021
ATC20785,10.1007/s12257-020-0006-9,2021
ATC20786,10.1016/j.jhazmat.2019.01.022,2019
ATC20787,10.1016/j.envint.2023.108188,2023
ATC20788,10.1016/j.jphotochem.2023.115021,2023
ATC20789,10.1177/15280837221121977,2022
ATC20790,10.1080/15440478.2023.2214383,2023
ATC20791,10.1039/c5nj02145f,2016
ATC20792,10.3389/fchem.2023.1202252,2023
ATC20793,10.1039/c5an01036e,2015
ATC20794,10.1039/d2ra03511a,2022
ATC20795,10.1016/j.bios.2016.09.098,2017
ATC20796,10.1007/s11356-020-08509-6,2020
ATC20797,10.3390/pharmaceutics15010297,2023
ATC20798,10.1080/09593330.2021.1936198,2022
ATC20799,10.1016/j.jwpe.2020.101638,2020
ATC20800,10.3390/ijms25010208,2024
ATC20801,10.1016/j.cej.2023.141419,2023
ATC20802,10.1166/jbn.2018.2586,2018
ATC20803,10.1016/j.mtcomm.2019.100664,2019
ATC20804,10.1016/j.colsurfb.2019.110518,2019
ATC20805,10.1016/j.arabjc.2023.105176,2023
ATC20806,10.1163/156856206777346313,2006
ATC20807,10.1007/s10965-017-1387-0,2017
ATC20808,10.1016/j.jphotochem.2022.114376,2023
ATC20809,10.1016/j.jmrt.2022.07.015,2022
ATC20810,10.1016/j.cej.2024.150036,2024
ATC20811,10.1039/c5ra01897h,2015
ATC20812,10.3390/catal12101199,2022
ATC20813,10.1039/d1nr05503h,2021
ATC20814,10.1016/j.ijbiomac.2022.05.024,2022
ATC20815,10.1002/vnl.21938,2023
ATC20816,10.1016/j.ijbiomac.2019.06.079,2019
ATC20817,10.1016/j.bbamem.2012.09.011,2013
ATC20818,10.1007/s10854-018-9968-1,2018
ATC20819,10.1016/j.colsurfb.2023.113665,2024
ATC20820,10.1016/j.bios.2019.111985,2020
ATC20821,10.1039/d4ra00724g,2024
ATC20822,10.3390/s21238085,2021
ATC20823,10.1016/j.mtchem.2022.101252,2022
ATC20824,10.1007/s11172-023-4000-1,2023
ATC20825,10.1016/j.jece.2021.105781,2021
ATC20826,10.1021/acs.langmuir.2c02294,2023
ATC20827,10.1007/s10904-020-01529-2,2020
ATC20828,10.1016/j.biortech.2014.07.027,2014
ATC20829,10.1021/acsabm.8b00632,2019
ATC20830,10.1007/s11356-019-06357-7,2020
ATC20831,10.1557/s43578-022-00816-7,2023
ATC20832,10.1016/j.mtcomm.2023.106097,2023
ATC20833,10.1007/s11665-022-07541-6,2023
ATC20834,10.1016/j.ijbiomac.2023.127288,2023
ATC20835,10.1007/s00604-024-06410-4,2024
ATC20836,10.1016/j.bbrc.2019.07.067,2019
ATC20837,10.3390/toxics11080653,2023
ATC20838,10.1016/j.colsurfb.2023.113690,2024
ATC20839,10.1016/j.jhazmat.2020.124867,2021
ATC20840,10.1016/j.watres.2019.114987,2019
ATC20841,10.1007/s13204-019-01041-1,2019
ATC20842,10.1002/adsu.201800148,2019
ATC20843,10.1016/j.apsusc.2015.07.127,2015
ATC20844,10.1016/j.colsurfb.2021.111588,2021
ATC20845,10.1007/s10904-021-02164-1,2022
ATC20846,10.1080/17435390.2018.1530395,2019
ATC20847,10.1016/j.aca.2020.06.046,2020
ATC20848,10.1038/srep16369,2015
ATC20849,10.3390/molecules26195877,2021
ATC20850,10.1016/j.carbpol.2019.115067,2019
ATC20851,10.1002/elps.201300576,2014
ATC20852,10.1039/d0fd00046a,2021
ATC20853,10.1021/acs.biomac.0c00081,2020
ATC20854,10.1016/j.matlet.2022.132475,2022
ATC20855,10.3390/nano12020191,2022
ATC20856,10.1016/j.matlet.2023.135609,2024
ATC20857,10.1088/2632-959X/ab9546,2020
ATC20858,10.1016/j.cej.2016.11.107,2017
ATC20859,10.1016/j.colsurfa.2015.09.046,2015
ATC20860,10.1021/ja2009136,2011
ATC20861,10.1142/S0217979222501582,2022
ATC20862,10.1007/s10965-023-03478-z,2023
ATC20863,10.1039/c7tx00103g,2017
ATC20864,10.3390/catal13020332,2023
ATC20865,10.1038/srep32214,2016
ATC20866,10.1134/S1070427215080145,2015
ATC20867,10.33263/BRIAC102.128131,2020
ATC20868,10.1134/S002315842202001X,2022
ATC20869,10.1098/rsos.181083,2018
ATC20870,10.1016/j.bios.2020.112403,2020
ATC20871,10.1007/s00604-018-2719-4,2018
ATC20872,10.1016/j.jcis.2018.10.061,2019
ATC20873,10.3389/fmicb.2022.912536,2022
ATC20874,10.1016/j.procbio.2022.08.031,2022
ATC20875,10.1016/j.saa.2019.117735,2020
ATC20876,10.1021/acsbiomaterials.0c00923,2020
ATC20877,10.1016/j.matchemphys.2024.129409,2024
ATC20878,10.1016/j.ecoenv.2016.11.022,2017
ATC20879,10.1007/s11696-022-02360-4,2022
ATC20880,10.1016/j.indcrop.2022.115801,2022
ATC20881,10.1039/d0ra03019h,2020
ATC20882,10.1016/j.ab.2004.10.042,2005
ATC20883,10.1016/j.porgcoat.2019.01.011,2019
ATC20884,10.1039/d2ra03854d,2022
ATC20885,10.1002/pol.20190194,2020
ATC20886,10.1016/j.diamond.2023.110495,2023
ATC20887,10.1038/nature06834,2008
ATC20888,10.1016/j.jmbbm.2023.106162,2023
ATC20889,10.1021/acs.biomac.9b00160,2019
ATC20890,10.3390/life12091331,2022
ATC20891,10.1021/ja0202560,2002
ATC20892,10.1038/s41598-020-80013-w,2021
ATC20893,10.3390/nano10030489,2020
ATC20894,10.1016/j.snb.2017.05.146,2017
ATC20895,10.1016/j.surfcoat.2021.127681,2021
ATC20896,10.1073/pnas.112058999,2002
ATC20897,10.1016/j.jcis.2019.08.026,2019
ATC20898,10.1177/22808000211037487,2021
ATC20899,10.1039/d0bm01471k,2021
ATC20900,10.1016/j.jddst.2023.104278,2023
ATC20901,10.1080/21650373.2022.2143451,2023
ATC20902,10.1016/S0040-4039(99)01535-X,1999
ATC20903,10.1007/s12598-021-01831-z,2022
ATC20904,10.1016/j.mrgentox.2019.503104,2019
ATC20905,10.1016/j.heliyon.2021.e07451,2021
ATC20906,10.1021/acssuschemeng.1c00781,2021
ATC20907,10.1002/slct.202205011,2023
ATC20908,10.1039/c2cc16656a,2012
ATC20909,10.1016/j.bioelechem.2024.108674,2024
ATC20910,10.1016/j.ecoenv.2018.05.009,2018
ATC20911,10.3389/fbioe.2020.569967,2020
ATC20912,10.1039/c9bm01203f,2019
ATC20913,10.3390/nano11010089,2021
ATC20914,10.1016/j.colsurfb.2017.05.024,2017
ATC20915,10.1016/j.envres.2023.115231,2023
ATC20916,10.1016/j.jece.2023.110860,2023
ATC20917,10.1080/00914037.2019.1581194,2020
ATC20918,10.3109/17435390.2011.562327,2012
ATC20919,10.3389/fcimb.2023.1203991,2023
ATC20920,10.1016/j.ijbiomac.2023.124641,2023
ATC20921,10.1016/j.colsurfa.2018.12.024,2019
ATC20922,10.1016/j.chemosphere.2019.124728,2020
ATC20923,10.1021/acsabm.1c00677,2021
ATC20924,10.1016/j.biomaterials.2012.06.086,2012
ATC20925,10.1016/j.jenvman.2022.114535,2022
ATC20926,10.1021/acsami.6b05198,2016
ATC20927,10.1016/j.cej.2023.145122,2023
ATC20928,10.1016/j.jcis.2023.01.114,2023
ATC20929,10.1021/acssuschemeng.9b02916,2019
ATC20930,10.1016/j.porgcoat.2020.105802,2020
ATC20931,10.1016/j.colsurfa.2019.124267,2020
ATC20932,10.1007/s10854-023-10153-y,2023
ATC20933,10.1039/d0tb00443j,2020
ATC20934,10.1016/j.ijbiomac.2019.07.077,2019
ATC20935,10.1021/acsami.7b05930,2017
ATC20936,10.1016/j.jcis.2014.11.043,2015
ATC20937,10.1016/j.carbpol.2022.119318,2022
ATC20938,10.1016/j.colsurfb.2022.113009,2023
ATC20939,10.1007/s10965-021-02432-1,2021
ATC20940,10.1016/j.scitotenv.2019.06.289,2019
ATC20941,10.1007/s11706-021-0564-6,2021
ATC20942,10.1111/cpr.13236,2022
ATC20943,10.1016/j.bios.2016.12.041,2017
ATC20944,10.1007/s12221-023-00267-9,2023
ATC20945,10.3390/nano13010033,2023
ATC20946,10.1021/acs.analchem.9b04810,2020
ATC20947,10.1021/acsami.1c14240,2021
ATC20948,10.1021/acsomega.9b02281,2020
ATC20949,10.1002/app.54594,2023
ATC20950,10.1002/admi.202202350,2023
ATC20951,10.1021/la3023908,2012
ATC20952,10.1039/d3en00528c,2024
ATC20953,10.1016/j.carbpol.2024.121973,2024
ATC20954,10.1002/pol.20230423,2024
ATC20955,10.1021/acsami.1c15113,2021
ATC20956,10.1016/j.talanta.2018.11.074,2019
ATC20957,10.1021/jacs.5b12650,2016
ATC20958,10.1007/s10876-019-01582-z,2019
ATC20959,10.1038/srep24024,2016
ATC20960,10.1016/j.jallcom.2014.12.062,2015
ATC20961,10.1021/acsabm.3c00390,2023
ATC20962,10.1039/d1ra08523a,2022
ATC20963,10.1016/j.jcis.2023.10.048,2024
ATC20964,10.1016/j.bios.2017.01.060,2017
ATC20965,10.1016/j.reactfunctpolym.2016.04.007,2016
ATC20966,10.3390/molecules28166173,2023
ATC20967,10.1021/es9026369,2009
ATC20968,10.1016/j.chemosphere.2021.130901,2021
ATC20969,10.1016/j.matchemphys.2021.125258,2022
ATC20970,10.1016/j.jtice.2023.105208,2023
ATC20971,10.1093/nsr/nwad309,2023
ATC20972,10.1038/s41598-019-55892-3,2019
ATC20973,10.1021/acs.est.5b02261,2015
ATC20974,10.1021/es202110d,2012
ATC20975,10.1016/j.bios.2015.06.046,2015
ATC20976,10.1039/c7cc06305a,2017
ATC20977,10.1039/c5ta01987g,2015
ATC20978,10.1016/j.jece.2018.06.025,2018
ATC20979,10.1021/acsami.9b21841,2020
ATC20980,10.1016/j.msec.2018.09.046,2019
ATC20981,10.1021/acsomega.2c00838,2022
ATC20982,10.1038/s41598-018-32296-3,2018
ATC20983,10.1016/j.renene.2021.01.149,2021
ATC20984,10.1016/j.bmcl.2010.05.009,2010
ATC20985,10.1016/j.carbon.2013.05.060,2013
ATC20986,10.1016/j.cej.2021.131836,2021
ATC20987,10.1039/d3nj04751b,2024
ATC20988,10.1155/2016/4641398,2016
ATC20989,10.1002/adma.201503893,2016
ATC20990,10.1038/s41598-018-25048-w,2018
ATC20991,10.1039/c7en00707h,2017
ATC20992,10.3390/ijms23147712,2022
ATC20993,10.3390/polym15010230,2023
ATC20994,10.1016/j.chemosphere.2018.05.020,2018
ATC20995,10.1080/10667857.2018.1556468,2019
ATC20996,10.1016/j.carbpol.2021.117835,2021
ATC20997,10.1021/acssuschemeng.9b01163,2019
ATC20998,10.1002/ppap.201800009,2018
ATC20999,10.1016/j.apcatb.2019.03.083,2019
ATC21000,10.1002/vnl.21882,2022
ATC21001,10.1016/j.mseb.2023.116789,2023
ATC21002,10.1016/j.cej.2021.131729,2021
ATC21003,10.1016/j.ijbiomac.2020.07.205,2020
ATC21004,10.1016/j.ijbiomac.2021.04.024,2021
ATC21005,10.1016/j.mseb.2020.114709,2020
ATC21006,10.1016/j.matchemphys.2023.128873,2024
ATC21007,10.1021/am405396k,2014
ATC21008,10.1016/j.fochx.2023.101069,2024
ATC21009,10.1016/j.apsusc.2019.143757,2019
ATC21010,10.1016/j.dyepig.2016.02.004,2016
ATC21011,10.1016/j.apsadv.2022.100290,2022
ATC21012,10.1021/acsanm.0c03079,2021
ATC21013,10.1016/j.matlet.2020.128042,2020
ATC21014,10.1021/ac303268z,2013
ATC21015,10.1007/s00604-021-04933-8,2021
ATC21016,10.1007/s00604-020-04347-y,2020
ATC21017,10.1080/00032719.2013.796557,2013
ATC21018,10.1016/j.mtcomm.2024.109058,2024
ATC21019,10.1021/acs.iecr.0c06067,2021
ATC21020,10.1016/j.matlet.2021.130621,2021
ATC21021,10.1177/0883911518779186,2018
ATC21022,10.1016/j.apgeochem.2018.11.010,2019
ATC21023,10.1016/j.jiec.2015.11.016,2016
ATC21024,10.3390/ijms222413606,2021
ATC21025,10.1039/c8sc04637a,2018
ATC21026,10.1021/acs.chemmater.3c02027,2023
ATC21027,10.1021/ol049016a,2004
ATC21028,10.1039/d2bm00679k,2022
ATC21029,10.1021/am500364f,2014
ATC21030,10.33263/BRIAC134.393,2023
ATC21031,10.3390/ijms25115883,2024
ATC21032,10.1007/s10967-016-4855-9,2016
ATC21033,10.1007/s10570-020-03235-1,2020
ATC21034,10.1166/jbt.2019.1993,2019
ATC21035,10.1016/j.jddst.2023.104325,2023
ATC21036,10.2147/IJN.S387590,2022
ATC21037,10.1021/acs.analchem.8b04235,2018
ATC21038,10.1016/j.watres.2023.119678,2023
ATC21039,10.1038/s41598-023-38723-4,2023
ATC21040,10.1039/c2tb00279e,2013
ATC21041,10.1039/c5tx00137d,2015
ATC21042,10.1039/c4nr02688h,2014
ATC21043,10.1038/s41467-023-39701-0,2023
ATC21044,10.1016/j.ijbiomac.2023.127837,2024
ATC21045,10.1016/j.jece.2023.110848,2023
ATC21046,10.1016/j.jhazmat.2020.123027,2020
ATC21047,10.3390/pharmaceutics13020186,2021
ATC21048,10.1002/adsu.202100103,2021
ATC21049,10.1039/d0bm01535k,2020
ATC21050,10.1016/j.scitotenv.2021.152465,2022
ATC21051,10.1021/acsami.5b00937,2015
ATC21052,10.1039/d0nr03675g,2020
ATC21053,10.1039/c9nj01864f,2019
ATC21054,10.1134/S1068162007060027,2007
ATC21055,10.21608/ejchem.2019.14956.1920,2020
ATC21056,10.1016/j.scitotenv.2018.04.207,2018
ATC21057,10.1016/j.mtcomm.2023.106370,2023
ATC21058,10.1002/ejoc.200500216,2005
ATC21059,10.1002/adhm.202101808,2022
ATC21060,10.1016/j.arabjc.2023.105380,2024
ATC21061,10.1016/j.jenvman.2023.117706,2023
ATC21062,10.1016/j.cej.2021.133822,2022
ATC21063,10.1080/10717544.2022.2079768,2022
ATC21064,10.3390/microorganisms11030745,2023
ATC21065,10.1039/c6ra20513e,2016
ATC21066,10.1016/j.apcatb.2007.10.020,2008
ATC21067,10.3390/act10010002,2021
ATC21068,10.1007/s13762-023-05035-z,2024
ATC21069,10.3390/ijms241612826,2023
ATC21070,10.1016/j.cej.2016.03.130,2016
ATC21071,10.1016/j.desal.2022.116190,2023
ATC21072,10.1021/jp909405b,2009
ATC21073,10.1016/j.mtcomm.2022.103620,2022
ATC21074,10.1016/j.seppur.2023.123803,2023
ATC21075,10.1016/j.surfin.2021.101336,2021
ATC21076,10.1098/rsos.201744,2021
ATC21077,10.1038/s41598-018-19377-z,2018
ATC21078,10.1002/pc.25394,2020
ATC21079,10.1080/09593330.2022.2154173,2024
ATC21080,10.1039/c9nr01118h,2019
ATC21081,10.1016/j.enzmictec.2017.04.003,2017
ATC21082,10.1016/j.watres.2015.07.016,2015
ATC21083,10.1016/j.matchemphys.2024.128955,2024
ATC21084,10.1002/admi.202101179,2021
ATC21085,10.1016/j.heliyon.2020.e03323,2020
ATC21086,10.1002/smll.201703197,2018
ATC21087,10.1021/acsami.7b18136,2018
ATC21088,10.1021/acsami.8b21766,2019
ATC21089,10.1016/j.jcis.2022.01.008,2022
ATC21090,10.1039/c4py00870g,2014
ATC21091,10.1016/j.bioactmat.2022.03.035,2022
ATC21092,10.2147/IJN.S232230,2020
ATC21093,10.1016/j.aquatox.2023.106640,2023
ATC21094,10.1016/j.bioactmat.2021.04.041,2021
ATC21095,10.1088/2053-1583/ab23ce,2019
ATC21096,10.1089/wound.2019.1113,2020
ATC21097,10.1049/mnl.2018.5357,2019
ATC21098,10.1039/c8ra03965h,2018
ATC21099,10.1039/c7ra01782k,2017
ATC21100,10.1016/j.apsusc.2019.144655,2020
ATC21101,10.1049/iet-nbt.2018.5321,2019
ATC21102,10.1016/j.jphotobiol.2016.12.027,2017
ATC21103,10.3390/nano12193321,2022
ATC21104,10.1155/2012/219485,2012
ATC21105,10.1007/s10965-016-1138-7,2016
ATC21106,10.1021/es802483p,2009
ATC21107,10.1016/j.colsurfa.2022.128465,2022
ATC21108,10.2147/IJN.S106339,2016
ATC21109,10.3390/nano12122036,2022
ATC21110,10.1016/j.arabjc.2018.03.020,2018
ATC21111,10.2116/analsci.18P384,2019
ATC21112,10.1098/rsos.202285,2021
ATC21113,10.1016/j.apt.2019.10.005,2020
ATC21114,10.1016/j.pnucene.2019.103167,2020
ATC21115,10.1016/j.jmst.2020.02.024,2020
ATC21116,10.1371/journal.pone.0216873,2019
ATC21117,10.1016/j.chemosphere.2018.05.096,2018
ATC21118,10.1016/j.jphotobiol.2016.12.017,2017
ATC21119,10.1016/j.chemosphere.2016.11.040,2017
ATC21120,10.1016/j.ijbiomac.2024.130533,2024
ATC21121,10.1016/j.electacta.2022.140748,2022
ATC21122,10.1371/journal.pone.0174443,2017
ATC21123,10.3389/fenvs.2023.1180229,2023
ATC21124,10.1080/10667857.2022.2074939,2022
ATC21125,10.1080/09276440.2020.1865088,2021
ATC21126,10.1016/j.watres.2019.06.023,2019
ATC21127,10.1039/c2cy20483e,2012
ATC21128,10.1021/acsabm.9b00008,2019
ATC21129,10.1007/s11665-020-04742-9,2020
ATC21130,10.1038/s41565-022-01111-6,2022
ATC21131,10.1039/c6fd00169f,2017
ATC21132,10.1016/j.envpol.2019.113653,2020
ATC21133,10.1016/j.pdpdt.2020.101811,2020
ATC21134,10.3390/molecules28041704,2023
ATC21135,10.1021/acsami.6b10674,2016
ATC21136,10.1021/acsanm.3c02258,2023
ATC21137,10.1016/j.eurpolymj.2018.11.012,2019
ATC21138,10.1016/j.jmat.2020.12.008,2021
ATC21139,10.1016/j.msec.2021.111864,2021
ATC21140,10.1016/j.jhazmat.2015.10.008,2016
ATC21141,10.1021/acsbiomaterials.6b00812,2017
ATC21142,10.1016/j.cej.2017.03.087,2017
ATC21143,10.1039/c9ra08536j,2019
ATC21144,10.1016/j.jelechem.2021.115814,2021
ATC21145,10.1016/j.mtchem.2023.101751,2023
ATC21146,10.1016/j.msec.2020.110984,2020
ATC21147,10.1080/25740881.2024.2325424,2024
ATC21148,10.1007/s10904-022-02266-4,2022
ATC21149,10.1016/j.ijbiomac.2021.08.237,2021
ATC21150,10.1016/j.colsurfa.2020.124978,2020
ATC21151,10.1039/c9en00067d,2019
ATC21152,10.1081/MA-200058653,2005
ATC21153,10.3390/ma14092351,2021
ATC21154,10.1021/acsami.1c04471,2021
ATC21155,10.1016/j.bios.2019.111328,2019
ATC21156,10.1007/s11696-022-02506-4,2023
ATC21157,10.1186/s40824-023-00449-9,2023
ATC21158,10.1002/cbic.202400138,2024
ATC21159,10.1016/j.cej.2020.126629,2021
ATC21160,10.1590/0104-1428.20220025,2022
ATC21161,10.1016/j.jallcom.2021.159414,2021
ATC21162,10.1088/1674-4926/44/12/122702,2023
ATC21163,10.1246/cl.2013.66,2013
ATC21164,10.3390/ijerph17051568,2020
ATC21165,10.1039/c4tx00131a,2015
ATC21166,10.1039/c9na00441f,2019
ATC21167,10.3390/molecules27165184,2022
ATC21168,10.1007/s10570-021-03833-7,2021
ATC21169,10.1016/j.apsusc.2023.158378,2023
ATC21170,10.1007/s10904-022-02436-4,2023
ATC21171,10.1016/j.aca.2019.01.023,2019
ATC21172,10.1038/srep28357,2016
ATC21173,10.1007/s10904-021-02109-8,2022
ATC21174,10.1002/nano.202100226,2023
ATC21175,10.1093/rb/rbz010,2019
ATC21176,10.1039/c4ra16340k,2015
ATC21177,10.1039/d0bm02151b,2021
ATC21178,10.1016/j.materresbull.2021.111435,2021
ATC21179,10.1038/s41598-020-74582-z,2020
ATC21180,10.1016/j.msec.2019.01.052,2019
ATC21181,10.1016/j.ejps.2018.07.051,2018
ATC21182,10.1016/j.chemosphere.2017.10.018,2018
ATC21183,10.1016/j.foodchem.2019.124965,2019
ATC21184,10.1016/j.cej.2023.142676,2023
ATC21185,10.1155/2022/8800117,2022
ATC21186,10.1088/2632-959X/ab9e3f,2020
ATC21187,10.1002/prot.26485,2023
ATC21188,10.1002/jat.2830,2013
ATC21189,10.1016/j.bmcl.2015.04.046,2015
ATC21190,10.1016/j.bios.2020.112615,2021
ATC21191,10.3390/nano9040584,2019
ATC21192,10.1039/d3en00951c,2024
ATC21193,10.1021/ja805721p,2009
ATC21194,10.1016/j.scitotenv.2024.172828,2024
ATC21195,10.1002/cctc.201901699,2020
ATC21196,10.1016/j.chemosphere.2021.133144,2022
ATC21197,10.1039/c9nj05376j,2020
ATC21198,10.1039/c8pp00452h,2019
ATC21199,10.1002/slct.202300404,2023
ATC21200,10.3390/catal13040693,2023
ATC21201,10.1016/j.cej.2023.143584,2023
ATC21202,10.1021/acsami.1c08178,2021
ATC21203,10.1039/c6tb00033a,2016
ATC21204,10.1038/s41598-018-28367-0,2018
ATC21205,10.1016/j.jece.2023.109915,2023
ATC21206,10.1021/acsomega.2c06253,2022
ATC21207,10.1002/smll.202005739,2021
ATC21208,10.1098/rsos.191141,2020
ATC21209,10.1016/j.chemosphere.2016.08.138,2016
ATC21210,10.1007/s00216-016-9608-7,2016
ATC21211,10.1088/0957-4484/25/31/315101,2014
ATC21212,10.1016/j.compositesb.2019.04.043,2019
ATC21213,10.1016/j.ijbiomac.2019.07.045,2019
ATC21214,10.1002/smtd.201900048,2019
ATC21215,10.1016/j.apsusc.2022.152738,2022
ATC21216,10.1016/j.ijbiomac.2023.126349,2023
ATC21217,10.1039/d0tb02160a,2021
ATC21218,10.1016/j.apmt.2019.100467,2020
ATC21219,10.3390/polym14163352,2022
ATC21220,10.1016/j.diamond.2023.109953,2023
ATC21221,10.1016/j.jphotochem.2020.112762,2020
ATC21222,10.1080/20550324.2023.2281833,2023
ATC21223,10.1021/acs.langmuir.2c01785,2022
ATC21224,10.1007/s10924-023-02772-7,2023
ATC21225,10.1016/j.cej.2021.129008,2021
ATC21226,10.1016/j.cartre.2023.100282,2023
ATC21227,10.3390/cryst11020134,2021
ATC21228,10.1002/chem.200800700,2008
ATC21229,10.1021/acs.jpcb.6b06615,2016
ATC21230,10.3390/ijms20143603,2019
ATC21231,10.1186/s13065-019-0622-7,2019
ATC21232,10.1021/acsami.6b02530,2016
ATC21233,10.1080/19443994.2016.1159989,2016
ATC21234,10.1016/j.colcom.2021.100542,2021
ATC21235,10.1111/lam.13331,2020
ATC21236,10.1002/advs.202309271,2024
ATC21237,10.21123/bsj.2023.8831,2024
ATC21238,10.1016/j.chemosphere.2015.11.028,2016
ATC21239,10.1021/acsanm.0c02305,2020
ATC21240,10.3390/nano13040705,2023
ATC21241,10.1016/j.ijpharm.2022.122062,2022
ATC21242,10.1021/acssuschemeng.6b01089,2017
ATC21243,10.1016/j.jtemb.2018.10.017,2019
ATC21244,10.1016/j.apcatb.2019.05.020,2019
ATC21245,10.3389/fchem.2022.843859,2022
ATC21246,10.1021/acs.est.6b01867,2016
ATC21247,10.1007/s11051-016-3624-6,2016
ATC21248,10.1016/j.saa.2024.124195,2024
ATC21249,10.1039/c6tb01778a,2016
ATC21250,10.1002/cplu.201800315,2018
ATC21251,10.1099/00221287-138-10-2229,1992
ATC21252,10.1134/S1070427222080158,2022
ATC21253,10.1007/s00253-010-2617-0,2010
ATC21254,10.1016/j.colcom.2023.100747,2023
ATC21255,10.1016/j.micpath.2017.11.043,2018
ATC21256,10.1080/24701556.2021.1963277,2022
ATC21257,10.1080/09593330.2017.1325409,2018
ATC21258,10.3390/md20120733,2022
ATC21259,10.3389/fbioe.2020.00433,2020
ATC21260,10.3390/nano9081162,2019
ATC21261,10.1515/gps-2017-0039,2018
ATC21262,10.1016/j.ecoenv.2008.10.003,2009
ATC21263,10.1007/s12010-013-0357-1,2013
ATC21264,10.1002/bip.23579,2024
ATC21265,10.1016/j.ijbiomac.2023.126329,2023
ATC21266,10.1016/j.jddst.2019.101359,2020
ATC21267,10.1021/acs.jafc.8b05045,2019
ATC21268,10.1111/php.12324,2014
ATC21269,10.3390/polym15173499,2023
ATC21270,10.1016/j.fuel.2021.122007,2022
ATC21271,10.1166/jnn.2020.16517,2020
ATC21272,10.1016/j.eurpolymj.2019.04.055,2019
ATC21273,10.1039/c6ta06481g,2017
ATC21274,10.1002/app.55660,2024
ATC21275,10.3390/pharmaceutics14122756,2022
ATC21276,10.1021/jp901221h,2009
ATC21277,10.21608/EJVS.2023.151597.1380,2024
ATC21278,10.1021/acs.analchem.0c02762,2020
ATC21279,10.1039/c9ra10872f,2020
ATC21280,10.1155/2013/871097,2013
ATC21281,10.1016/j.apcatb.2012.08.037,2013
ATC21282,10.1021/acsnano.7b04420,2017
ATC21283,10.1016/j.clay.2018.07.015,2018
ATC21284,10.1261/rna.5220703,2003
ATC21285,10.1016/j.jare.2023.01.019,2023
ATC21286,10.1016/j.envres.2022.114952,2023
ATC21287,10.1021/acs.analchem.6b04428,2017
ATC21288,10.1007/s13213-014-1029-2,2015
ATC21289,10.1007/s10971-014-3440-3,2014
ATC21290,10.1016/j.mtcomm.2024.108500,2024
ATC21291,10.1016/j.colsurfa.2022.128666,2022
ATC21292,10.1016/j.carbpol.2019.03.060,2019
ATC21293,10.1016/j.scitotenv.2019.05.257,2019
ATC21294,10.1007/s10876-021-02078-5,2022
ATC21295,10.1128/aac.00628-22,2022
ATC21296,10.1637/10832-032814-Reg,2015
ATC21297,10.1016/j.polymdegradstab.2010.06.017,2010
ATC21298,10.1002/mabi.202300233,2023
ATC21299,10.1021/acsbiomaterials.0c01271,2021
ATC21300,10.1021/acs.est.7b02745,2017
ATC21301,10.1080/15376516.2023.2263545,2024
ATC21302,10.1016/j.jphotochem.2019.111866,2019
ATC21303,10.1128/JB.01949-12,2013
ATC21304,10.1007/s13204-016-0542-y,2017
ATC21305,10.1016/j.inoche.2023.110513,2023
ATC21306,10.1002/adtp.202100202,2022
ATC21307,10.1016/j.jece.2018.09.056,2018
ATC21308,10.1002/cnma.202300231,2023
ATC21309,10.1016/j.matchemphys.2022.126099,2022
ATC21310,10.1002/JPER.21-0255,2022
ATC21311,10.3390/nano8090734,2018
ATC21312,10.1016/j.ijbiomac.2021.11.015,2021
ATC21313,10.1049/mnl.2017.0822,2018
ATC21314,10.1016/j.porgcoat.2017.01.011,2017
ATC21315,10.1007/s10163-013-0123-z,2013
ATC21316,10.1021/acsomega.3c07000,2024
ATC21317,10.1021/acsapm.2c00635,2022
ATC21318,10.3389/fbioe.2021.733980,2021
ATC21319,10.1080/21691401.2017.1328686,2018
ATC21320,10.1128/aac.02031-21,2022
ATC21321,10.1088/2053-1591/aab864,2018
ATC21322,10.3390/molecules29112640,2024
ATC21323,10.1166/jnn.2020.17524,2020
ATC21324,10.1111/jam.14242,2019
ATC21325,10.1016/j.jcis.2021.09.176,2022
ATC21326,10.1515/gps-2022-0038,2022
ATC21327,10.1007/s12221-019-9224-1,2019
ATC21328,10.1016/j.polymertesting.2018.12.002,2019
ATC21329,10.1016/j.talanta.2010.08.038,2010
ATC21330,10.1016/j.bmc.2008.01.025,2008
ATC21331,10.1134/S0003683816080032,2016
ATC21332,10.3938/jkps.63.2199,2013
ATC21333,10.1016/j.jallcom.2023.171045,2023
ATC21334,10.1515/zpch-2023-0291,2024
ATC21335,10.1166/jnn.2016.10630,2016
ATC21336,10.1021/acs.est.5b03413,2016
ATC21337,10.1021/acsami.6b02955,2016
ATC21338,10.1002/slct.202103037,2021
ATC21339,10.1111/1750-3841.13811,2017
ATC21340,10.3389/fchem.2023.1218588,2023
